chw_genre_name,latitude,visit_year,visit_month,visit_weekday,city,ward,neighborhood,holiday_flg_0,holiday_flg_1,mean_visitors,median_visitors,min_visitors,max_visitors
8,43.0568187,2016,7,6,2,39,53,1,0,6.958333333333333,6.5,2.0,21.0
4,34.7053617,2017,1,5,8,53,94,1,0,21.084745762711865,20.0,4.0,52.0
2,33.5892157,2017,1,2,0,9,9,1,0,20.774193548387096,12.0,4.0,128.0
6,33.5913576,2016,11,1,0,9,14,1,0,11.2,10.0,2.0,22.0
6,35.6706505,2016,9,2,7,6,90,1,0,32.017857142857146,32.0,14.0,48.0
2,33.5869938,2017,1,6,0,9,9,1,0,22.894736842105264,14.0,1.0,73.0
4,34.6762311,2016,2,2,8,53,78,1,0,7.229166666666667,4.5,1.0,31.0
4,35.7261178,2016,7,5,7,51,54,1,0,40.4,41.0,18.0,71.0
2,35.6728535,2017,2,0,7,26,91,1,0,12.092592592592593,12.0,3.0,22.0
11,35.6995657,2016,1,1,7,46,3,1,0,7.37037037037037,8.0,1.0,14.0
2,33.5573203,2016,10,0,0,16,50,1,0,8.088235294117647,7.0,1.0,18.0
4,35.7177841,2017,3,0,7,30,52,1,0,8.183673469387756,8.0,2.0,21.0
7,34.7337339,2017,3,6,3,2,18,1,0,45.878787878787875,45.0,29.0,71.0
4,34.3862445,2016,10,5,1,14,42,1,0,59.186440677966104,60.0,3.0,101.0
2,35.6021252,2016,6,1,7,41,70,1,0,14.781818181818181,15.0,3.0,27.0
13,33.5892157,2017,1,5,0,9,9,1,0,18.35483870967742,20.0,2.0,35.0
2,33.5892157,2016,9,2,0,9,9,1,0,20.774193548387096,12.0,4.0,128.0
10,34.3862445,2017,3,1,1,14,42,1,0,9.620689655172415,8.0,1.0,30.0
11,34.7053617,2016,9,4,8,53,94,1,0,28.5,30.0,11.0,47.0
1,35.6580681,2016,8,3,7,29,76,0,1,5.921568627450981,5.0,1.0,20.0
7,35.6429619,2016,3,1,7,41,73,1,0,27.883333333333333,28.0,19.0,42.0
2,34.6951242,2017,3,5,3,25,46,1,0,25.91891891891892,24.0,9.0,46.0
12,35.6706505,2017,4,5,7,6,90,1,0,20.9375,20.0,5.0,50.0
7,34.7337339,2016,12,0,3,2,18,1,0,27.77777777777778,26.5,9.0,52.0
8,35.6706505,2016,6,5,7,6,90,1,0,8.775510204081632,7.0,1.0,23.0
13,38.2690761,2016,4,6,4,40,36,1,0,13.140350877192983,14.0,1.0,38.0
7,35.6617773,2016,5,2,7,42,77,0,1,24.649122807017545,24.0,1.0,63.0
2,34.7053617,2016,1,2,8,53,94,1,0,9.181818181818182,8.5,2.0,20.0
1,35.6938401,2016,10,5,7,44,30,1,0,27.966666666666665,26.0,5.0,53.0
7,34.7569503,2016,7,4,3,17,31,1,0,35.027027027027025,35.0,19.0,63.0
4,35.7261178,2017,3,3,7,51,54,1,0,33.65714285714286,34.0,16.0,68.0
8,35.6721142,2016,8,4,7,6,13,1,0,18.27777777777778,18.0,11.0,33.0
10,35.6617773,2016,11,2,7,42,77,0,1,33.523809523809526,34.0,20.0,54.0
3,33.5892157,2016,9,0,0,9,9,1,0,15.912280701754385,14.0,2.0,40.0
8,35.6706505,2016,10,0,7,6,90,1,0,5.3478260869565215,5.0,1.0,12.0
6,34.6951242,2016,9,3,3,25,46,1,0,22.90625,19.5,1.0,60.0
2,33.5819411,2017,4,1,0,9,58,1,0,6.904761904761905,6.0,1.0,14.0
6,35.6580681,2017,2,2,7,29,76,1,0,11.095238095238095,9.0,3.0,27.0
4,35.7177841,2016,3,5,7,30,52,1,0,11.166666666666666,11.0,3.0,25.0
6,35.6995657,2016,8,4,7,46,3,1,0,14.09433962264151,13.0,3.0,53.0
1,35.6617773,2017,2,1,7,42,77,1,0,5.421052631578948,5.0,1.0,15.0
11,35.7080677,2016,10,1,7,4,38,1,0,30.805555555555557,31.0,17.0,43.0
4,33.5808273,2016,3,4,0,9,83,1,0,28.406779661016948,25.0,3.0,62.0
7,35.6995366,2017,2,6,7,26,33,1,0,32.43859649122807,32.0,1.0,59.0
2,34.7202277,2016,12,1,3,25,81,1,0,16.46153846153846,15.0,1.0,34.0
7,35.602201,2016,10,4,7,54,34,1,0,7.0,6.0,1.0,16.0
2,34.6812614,2017,4,2,8,53,49,1,0,22.939393939393938,21.0,8.0,65.0
7,35.712607,2016,9,4,7,49,20,1,0,11.310344827586206,9.5,1.0,66.0
1,43.7706355,2016,5,0,2,3,0,1,0,17.653061224489797,8.0,1.0,167.0
4,35.6580681,2016,4,5,7,29,76,1,0,11.0,10.0,1.0,33.0
6,34.6951242,2016,10,6,3,25,46,1,0,22.70175438596491,22.0,4.0,65.0
2,33.5869938,2017,1,0,0,9,9,1,0,16.11764705882353,12.0,2.0,58.0
7,34.6647437,2017,3,3,8,53,66,1,0,22.5,22.0,5.0,45.0
4,34.7053617,2016,11,4,8,53,94,1,0,20.25,19.5,2.0,42.0
4,35.6938401,2017,3,3,7,44,30,1,0,13.36,10.0,1.0,28.0
2,35.6938401,2016,6,1,7,44,30,1,0,6.638297872340425,5.0,1.0,27.0
7,34.3862445,2017,1,5,1,14,42,1,0,14.215686274509803,13.0,2.0,33.0
4,33.5892157,2016,8,0,0,9,9,1,0,9.5,8.0,2.0,26.0
1,34.7660929,2017,3,3,8,34,23,1,0,5.142857142857143,4.0,1.0,21.0
1,35.7073985,2016,7,4,7,32,64,1,0,6.545454545454546,7.0,1.0,13.0
3,35.7073985,2017,3,2,7,32,64,1,0,36.516129032258064,37.0,26.0,51.0
2,33.5892157,2016,12,5,0,9,9,0,1,22.98148148148148,23.0,12.0,37.0
7,34.6647437,2016,11,2,8,53,66,1,0,22.375,19.0,6.0,49.0
7,37.9163674,2017,3,4,5,35,12,1,0,28.721311475409838,30.0,1.0,60.0
4,35.7140142,2017,3,5,7,48,26,1,0,13.030303030303031,12.0,3.0,23.0
4,33.5892157,2016,11,3,0,9,9,0,1,4.818181818181818,5.0,2.0,9.0
4,34.7053617,2016,12,1,8,53,94,1,0,11.766666666666667,12.0,3.0,23.0
1,38.2690761,2016,10,6,4,40,36,1,0,19.38235294117647,16.0,1.0,58.0
4,35.7756644,2016,9,3,7,1,8,1,0,9.137931034482758,8.0,2.0,28.0
6,34.6812614,2016,9,4,8,53,49,1,0,58.45614035087719,52.0,10.0,141.0
2,35.712607,2017,2,5,7,49,20,1,0,59.294117647058826,60.5,26.0,90.0
6,34.7375965,2017,3,3,3,36,71,1,0,5.019230769230769,5.0,1.0,9.0
8,33.8808817,2016,11,0,0,22,98,1,0,13.13888888888889,12.0,2.0,30.0
8,35.6465721,2016,10,0,7,41,75,1,0,7.464285714285714,7.5,2.0,14.0
4,35.6414629,2017,2,2,7,28,35,1,0,7.78125,7.0,2.0,23.0
7,34.3862445,2016,6,3,1,14,42,1,0,18.338709677419356,19.0,4.0,43.0
6,35.6940027,2017,1,5,7,5,45,1,0,23.096774193548388,23.0,10.0,33.0
11,35.6532174,2016,10,2,7,42,15,1,0,11.515151515151516,12.0,1.0,25.0
7,33.5858162,2016,11,4,0,9,24,1,0,12.03448275862069,11.0,1.0,28.0
2,34.638969,2016,12,1,8,53,11,1,0,8.047619047619047,7.0,2.0,22.0
7,38.2690761,2016,11,2,4,40,36,1,0,37.6551724137931,38.5,8.0,66.0
6,35.6580681,2016,8,3,7,29,76,0,1,36.42857142857143,35.0,3.0,68.0
8,35.6721142,2017,2,0,7,6,13,1,0,10.0,10.0,2.0,24.0
2,35.0955842,2016,6,1,6,37,57,1,0,17.545454545454547,16.0,6.0,61.0
2,35.7756644,2016,9,4,7,1,8,1,0,31.363636363636363,32.0,11.0,43.0
2,35.7756644,2016,11,2,7,1,8,1,0,29.272727272727273,27.0,17.0,43.0
7,35.6712704,2016,11,4,7,26,87,1,0,26.853658536585368,26.0,4.0,51.0
6,33.5892157,2016,7,0,0,9,9,1,0,9.518518518518519,8.0,1.0,24.0
2,35.6617773,2017,1,3,7,42,77,1,0,13.575757575757576,12.0,5.0,33.0
1,35.6938401,2016,10,0,7,44,30,1,0,9.909090909090908,8.0,4.0,25.0
7,34.7569503,2017,2,1,3,17,31,1,0,41.45283018867924,39.0,12.0,86.0
4,34.6762311,2016,8,6,8,53,78,1,0,17.535714285714285,17.5,1.0,35.0
6,35.6749184,2016,7,3,7,29,1,1,0,20.071428571428573,18.0,2.0,54.0
6,35.6580681,2017,3,5,7,29,76,1,0,8.487179487179487,6.0,2.0,27.0
7,38.2690761,2017,2,0,4,40,36,1,0,9.290909090909091,9.0,2.0,20.0
6,35.6580681,2017,4,5,7,29,76,1,0,49.98245614035088,45.0,14.0,86.0
2,33.5892157,2017,2,3,0,9,9,1,0,37.70967741935484,25.0,11.0,325.0
4,33.5902074,2016,9,2,0,9,85,1,0,18.61111111111111,17.5,5.0,37.0
1,35.6940027,2016,8,3,7,5,45,0,1,21.96875,21.5,1.0,41.0
6,35.6617773,2016,9,5,7,42,77,1,0,14.852941176470589,15.0,4.0,26.0
3,34.7375965,2017,4,5,3,36,71,1,0,48.27272727272727,50.0,21.0,69.0
2,33.5892157,2017,3,4,0,9,9,1,0,12.64516129032258,12.0,2.0,29.0
2,35.6465721,2017,3,6,7,41,75,1,0,51.42424242424242,52.0,1.0,102.0
8,37.9163674,2016,5,2,5,35,12,1,0,14.10344827586207,13.5,1.0,34.0
6,35.6580681,2017,3,0,7,29,76,1,0,28.870967741935484,28.0,10.0,56.0
2,43.0554601,2016,5,4,2,39,53,1,0,12.813559322033898,13.0,3.0,27.0
7,35.7066569,2017,4,0,7,7,6,1,0,30.151515151515152,31.0,8.0,59.0
7,35.712607,2016,4,5,7,49,20,1,0,11.320754716981131,11.0,1.0,24.0
2,33.5819411,2017,1,5,0,9,58,1,0,7.375,7.0,2.0,15.0
2,33.5892157,2016,8,2,0,9,9,1,0,22.942857142857143,23.0,3.0,38.0
7,43.7706355,2016,10,4,2,3,0,1,0,40.0,41.0,13.0,72.0
7,34.3862445,2016,12,6,1,14,42,1,0,19.666666666666668,18.0,2.0,56.0
11,35.6465721,2016,10,0,7,41,75,0,1,16.64864864864865,14.0,3.0,67.0
6,35.6617773,2017,2,2,7,42,77,1,0,16.0,16.0,14.0,26.0
1,43.0554601,2017,3,1,2,39,53,1,0,14.970588235294118,13.0,1.0,42.0
10,34.6812614,2017,4,6,8,53,49,1,0,14.5,10.5,4.0,49.0
8,34.3862445,2017,2,2,1,14,42,1,0,9.153846153846153,9.0,1.0,19.0
1,35.6465721,2016,2,2,7,41,75,1,0,11.634615384615385,11.0,1.0,36.0
7,37.9163674,2016,8,4,5,35,12,1,0,53.189189189189186,57.0,14.0,82.0
1,43.7706355,2016,9,3,2,3,0,1,0,17.076923076923077,8.0,2.0,54.0
6,33.5913576,2016,6,6,0,9,14,1,0,7.166666666666667,6.0,1.0,20.0
7,35.6712704,2017,1,1,7,26,87,1,0,12.028571428571428,11.0,1.0,25.0
2,33.5573203,2016,10,6,0,16,50,1,0,7.633333333333334,7.0,1.0,16.0
4,35.7140142,2016,6,1,7,48,26,1,0,26.88235294117647,24.0,4.0,78.0
7,33.5615691,2016,7,6,0,9,79,1,0,22.607142857142858,21.0,2.0,52.0
6,33.5892157,2016,9,4,0,9,9,1,0,21.5,19.5,6.0,40.0
7,34.3862445,2016,9,3,1,14,42,1,0,28.21875,30.0,1.0,70.0
4,33.5892157,2016,7,2,0,9,9,1,0,20.87272727272727,17.0,2.0,65.0
6,35.6938401,2016,9,1,7,44,30,1,0,12.418181818181818,11.0,1.0,27.0
4,35.6938401,2017,3,0,7,44,30,1,0,16.79310344827586,16.0,2.0,47.0
1,34.3862445,2017,3,2,1,14,42,1,0,9.833333333333334,7.5,1.0,27.0
4,34.7053617,2016,10,2,8,53,94,1,0,9.431372549019608,8.0,2.0,32.0
4,34.7053617,2016,10,1,8,53,94,1,0,9.581818181818182,8.0,1.0,26.0
6,35.6580681,2016,8,4,7,29,76,1,0,43.5,41.0,16.0,111.0
4,33.5808273,2016,10,2,0,9,83,1,0,31.57894736842105,32.0,6.0,75.0
13,44.0206319,2017,1,6,2,0,53,1,0,37.70909090909091,37.0,6.0,69.0
8,35.6580681,2017,3,5,7,29,76,1,0,26.086206896551722,25.0,8.0,49.0
2,35.6994733,2016,3,4,7,23,22,1,0,15.433962264150944,15.0,6.0,51.0
6,43.0554601,2017,3,1,2,39,53,1,0,28.705882352941178,28.0,15.0,53.0
7,34.3862445,2016,11,2,1,14,42,0,1,35.967213114754095,32.0,2.0,88.0
2,35.7080677,2017,3,3,7,4,38,1,0,25.333333333333332,24.0,1.0,72.0
7,34.4858993,2016,10,1,1,10,19,1,0,10.696428571428571,8.0,1.0,43.0
7,35.7356234,2016,7,5,7,33,89,1,0,11.545454545454545,11.0,1.0,24.0
6,35.6940027,2016,8,4,7,5,45,1,0,23.0,24.0,4.0,37.0
2,35.712607,2016,4,4,7,49,20,1,0,17.274509803921568,16.0,6.0,37.0
2,35.6995657,2017,1,4,7,46,3,1,0,25.4375,26.0,13.0,61.0
2,35.6617773,2016,9,4,7,42,77,1,0,23.83783783783784,24.0,16.0,35.0
2,35.704686,2016,7,6,7,30,39,1,0,53.542857142857144,52.0,38.0,78.0
1,35.6465721,2016,2,0,7,41,75,1,0,14.307692307692308,13.0,1.0,41.0
2,35.6617773,2016,5,6,7,42,77,1,0,47.327586206896555,42.0,13.0,103.0
7,35.7356234,2016,2,6,7,33,89,1,0,6.6571428571428575,6.0,1.0,19.0
7,34.3862445,2016,7,3,1,14,42,1,0,28.21875,30.0,1.0,70.0
4,35.7140142,2016,10,1,7,48,26,1,0,16.41176470588235,15.0,8.0,34.0
2,34.7997673,2017,1,1,3,50,92,1,0,10.25,10.5,1.0,23.0
13,43.0364075,2016,11,3,2,39,5,1,0,22.102564102564102,20.0,3.0,54.0
8,38.2690761,2016,7,5,4,40,36,1,0,19.910714285714285,20.0,5.0,31.0
1,35.7262319,2016,8,5,7,51,17,0,1,20.61764705882353,19.0,11.0,31.0
2,35.6465721,2017,2,3,7,41,75,1,0,36.654545454545456,34.0,1.0,98.0
3,35.6938401,2016,9,0,7,44,30,1,0,5.448979591836735,4.0,1.0,18.0
1,34.6812614,2016,4,5,8,53,49,1,0,40.11864406779661,41.0,23.0,61.0
1,38.2690761,2016,11,5,4,40,36,1,0,25.114285714285714,25.0,5.0,56.0
8,38.2690761,2016,6,5,4,40,36,1,0,19.910714285714285,20.0,5.0,31.0
7,34.7569503,2016,11,0,3,17,31,1,0,11.88888888888889,12.0,3.0,26.0
4,33.5892157,2017,2,2,0,9,9,1,0,20.87272727272727,17.0,2.0,65.0
2,33.5892157,2017,3,0,0,9,9,0,1,10.75,8.5,2.0,32.0
4,34.7012792,2016,9,5,8,53,65,1,0,32.42622950819672,31.0,9.0,51.0
7,33.5615691,2016,5,3,0,9,79,1,0,34.220338983050844,34.0,5.0,69.0
2,35.6706505,2016,1,3,7,6,90,1,0,12.016949152542374,13.0,2.0,19.0
2,33.5892157,2016,10,5,0,9,9,1,0,22.98148148148148,23.0,12.0,37.0
2,35.6995657,2016,9,3,7,46,3,1,0,21.606060606060606,20.0,12.0,42.0
4,35.6465721,2016,12,1,7,41,75,1,0,32.142857142857146,32.5,8.0,53.0
2,34.5732536,2016,9,6,8,38,55,1,0,24.19298245614035,21.0,1.0,93.0
2,35.712607,2017,2,1,7,49,20,1,0,20.833333333333332,20.5,4.0,35.0
8,35.6995657,2017,1,1,7,46,3,1,0,12.535714285714286,13.0,4.0,31.0
2,35.6728535,2016,5,1,7,26,91,1,0,11.0625,12.0,1.0,25.0
7,33.5858162,2016,12,2,0,9,24,1,0,17.133333333333333,17.5,2.0,32.0
4,35.6580681,2016,8,5,7,29,76,0,1,24.08823529411765,23.0,12.0,40.0
1,35.7261178,2016,10,4,7,51,54,1,0,18.583333333333332,19.0,1.0,50.0
2,35.6465721,2016,10,1,7,41,75,1,0,26.513513513513512,24.0,13.0,61.0
6,33.5913576,2016,9,3,0,9,14,1,0,6.04,5.0,1.0,18.0
7,35.6617773,2016,11,3,7,42,77,1,0,13.339285714285714,12.5,2.0,30.0
6,35.6940027,2016,8,2,7,5,45,1,0,18.375,17.5,3.0,42.0
2,35.6692904,2017,3,6,7,42,27,1,0,31.61111111111111,27.5,14.0,104.0
9,43.0554601,2016,8,0,2,39,53,1,0,27.818181818181817,19.0,2.0,136.0
4,35.6938401,2016,3,4,7,44,30,1,0,8.346938775510203,6.0,1.0,24.0
4,33.8808817,2016,12,3,0,22,98,1,0,12.558823529411764,9.5,1.0,50.0
6,34.6812614,2017,1,1,8,53,49,0,1,12.641509433962264,13.0,3.0,29.0
7,35.6580681,2016,6,4,7,29,76,1,0,14.456140350877194,14.0,4.0,28.0
2,35.712607,2016,12,3,7,49,20,1,0,18.818181818181817,19.0,9.0,28.0
4,34.7108955,2016,8,0,6,11,62,1,0,6.0,5.5,1.0,16.0
2,35.6617773,2016,7,3,7,42,77,1,0,26.071428571428573,26.0,16.0,41.0
6,34.7569503,2017,3,5,3,17,31,1,0,19.441176470588236,18.5,5.0,64.0
7,35.6940027,2016,11,1,7,5,45,1,0,29.157894736842106,30.0,3.0,49.0
7,33.5892157,2016,10,4,0,9,9,1,0,32.333333333333336,34.0,8.0,66.0
12,35.6617773,2017,1,6,7,42,77,1,0,16.88372093023256,16.0,1.0,43.0
6,35.6617773,2016,7,5,7,42,77,1,0,41.69090909090909,42.0,16.0,68.0
6,33.5892157,2016,9,4,0,9,9,1,0,22.055555555555557,20.0,3.0,45.0
7,35.6265683,2017,2,4,7,43,16,1,0,14.145454545454545,13.0,7.0,30.0
13,44.0206319,2017,2,2,2,0,53,1,0,23.48076923076923,20.0,3.0,59.0
2,35.6692904,2017,3,2,7,42,27,1,0,20.857142857142858,20.5,11.0,35.0
1,35.6721142,2016,12,1,7,6,13,1,0,6.542857142857143,6.0,1.0,14.0
7,35.6414629,2016,9,2,7,28,35,1,0,23.696969696969695,23.0,13.0,42.0
13,43.0364075,2016,9,1,2,39,5,1,0,18.65714285714286,17.0,2.0,41.0
7,35.7435748,2016,12,1,7,19,84,1,0,15.058823529411764,15.5,2.0,43.0
2,35.0955842,2016,7,3,6,37,57,1,0,41.98275862068966,37.0,20.0,97.0
7,34.7997673,2017,4,4,3,50,92,1,0,26.321428571428573,27.0,14.0,39.0
6,35.6938401,2016,9,6,7,44,30,1,0,7.745454545454545,5.0,1.0,30.0
4,35.6580681,2017,2,5,7,29,76,1,0,27.88679245283019,28.0,6.0,53.0
2,35.6580681,2017,1,4,7,29,76,1,0,17.0,15.0,7.0,55.0
1,35.6617773,2016,10,3,7,42,77,1,0,6.71875,4.0,1.0,26.0
7,34.9751398,2016,7,6,6,45,98,1,0,17.685714285714287,16.0,3.0,46.0
7,35.7511648,2016,7,5,7,15,25,1,0,10.0,8.5,2.0,31.0
7,34.7569503,2017,2,2,3,17,31,1,0,23.857142857142858,16.0,6.0,87.0
4,34.6951242,2017,3,1,3,25,46,1,0,10.91304347826087,10.0,2.0,27.0
2,33.5869938,2016,5,5,0,9,9,1,0,23.918032786885245,16.0,1.0,101.0
8,33.5819411,2016,10,5,0,9,58,1,0,11.264705882352942,11.5,2.0,25.0
7,34.7569503,2017,4,0,3,17,31,1,0,31.857142857142858,31.0,5.0,65.0
13,33.5892157,2016,7,1,0,9,9,1,0,17.0,14.5,1.0,71.0
6,35.6995657,2016,6,6,7,46,3,1,0,16.22222222222222,16.5,2.0,42.0
1,35.6580681,2016,9,5,7,29,76,1,0,10.382352941176471,7.0,1.0,33.0
2,35.6938401,2017,3,3,7,44,30,1,0,36.7,39.0,11.0,64.0
11,33.5892157,2017,2,5,0,9,9,1,0,26.22222222222222,27.0,7.0,59.0
8,33.2119674,2016,12,6,0,52,60,1,0,10.25,10.0,5.0,17.0
11,35.6995657,2016,9,4,7,46,3,1,0,10.982456140350877,11.0,1.0,23.0
5,35.6617773,2016,10,5,7,42,77,1,0,42.7,42.0,31.0,57.0
6,35.6617773,2017,2,5,7,42,77,1,0,29.705882352941178,30.0,4.0,120.0
6,35.6749184,2016,2,4,7,29,1,1,0,19.87037037037037,17.5,1.0,49.0
4,34.7053617,2017,2,1,8,53,94,1,0,9.581818181818182,8.0,1.0,26.0
4,34.7053617,2016,1,5,8,53,94,1,0,26.655172413793103,27.0,1.0,59.0
2,35.712607,2016,2,3,7,49,20,1,0,27.476190476190474,25.5,7.0,66.0
2,33.5892157,2016,7,6,0,9,9,1,0,11.4,8.0,1.0,28.0
4,34.7053617,2017,3,3,8,53,94,1,0,9.807692307692308,7.0,2.0,56.0
7,33.5756863,2016,11,3,0,9,88,0,1,28.894736842105264,25.0,8.0,70.0
2,34.638969,2016,1,0,8,53,11,1,0,42.66,41.5,5.0,96.0
6,34.7375965,2016,6,5,3,36,71,1,0,6.490196078431373,6.0,1.0,11.0
2,33.5756863,2016,1,6,0,9,88,1,0,31.517241379310345,30.0,19.0,49.0
4,35.6995657,2016,3,3,7,46,3,1,0,17.912280701754387,17.0,5.0,33.0
7,33.5615691,2017,3,1,0,9,79,1,0,12.48,7.0,1.0,52.0
6,35.6465721,2016,7,6,7,41,75,1,0,24.63888888888889,25.5,7.0,46.0
2,34.7053617,2017,4,1,8,53,94,1,0,23.324324324324323,24.0,8.0,45.0
7,34.3862445,2017,3,4,1,14,42,1,0,28.823529411764707,27.0,14.0,49.0
1,35.7073985,2016,10,6,7,32,64,1,0,5.678571428571429,3.0,1.0,36.0
10,34.6951242,2016,8,5,3,25,46,1,0,15.755555555555556,14.0,4.0,47.0
4,35.7140142,2016,11,1,7,48,26,1,0,16.41176470588235,15.0,8.0,34.0
1,35.7261178,2017,1,3,7,51,54,1,0,9.421052631578947,9.0,1.0,25.0
7,33.5892157,2016,10,2,0,9,9,1,0,19.114285714285714,20.0,5.0,31.0
4,35.546631,2016,11,1,7,27,59,1,0,6.689655172413793,6.0,1.0,14.0
11,34.7053617,2016,10,3,8,53,94,1,0,31.39622641509434,30.0,5.0,57.0
1,35.6580681,2016,5,0,7,29,76,1,0,5.758620689655173,5.0,1.0,15.0
2,35.6994733,2016,10,3,7,23,22,1,0,15.446428571428571,15.0,3.0,26.0
2,35.6414629,2016,10,0,7,28,35,1,0,7.827586206896552,8.0,1.0,16.0
4,35.6092261,2016,11,5,7,43,21,1,0,22.096774193548388,23.0,5.0,45.0
6,35.6749184,2016,3,4,7,29,1,1,0,19.87037037037037,17.5,1.0,49.0
7,35.6580681,2016,11,0,7,29,76,1,0,12.517241379310345,13.0,3.0,24.0
7,35.7253002,2016,3,1,7,51,51,1,0,22.32075471698113,23.0,6.0,45.0
6,35.6938401,2017,2,2,7,44,30,1,0,26.20689655172414,24.0,11.0,61.0
8,35.6580681,2017,1,5,7,29,76,1,0,9.848484848484848,10.0,2.0,20.0
2,33.5892157,2016,2,0,0,9,9,1,0,35.34,35.0,19.0,60.0
3,35.6938401,2016,10,3,7,44,30,1,0,31.285714285714285,30.0,4.0,58.0
7,35.7118769,2016,9,3,7,49,4,0,1,44.85294117647059,45.0,3.0,98.0
7,34.7997673,2016,2,6,3,50,92,1,0,30.655172413793103,30.5,7.0,59.0
11,35.7080677,2016,8,3,7,4,38,1,0,33.4,33.0,22.0,50.0
13,34.6951242,2016,9,4,3,25,46,1,0,20.232142857142858,20.0,6.0,37.0
4,34.7108955,2017,2,4,6,11,62,1,0,7.035714285714286,6.0,2.0,34.0
4,34.6762311,2016,3,4,8,53,78,1,0,49.77049180327869,51.0,12.0,77.0
6,43.0554601,2016,12,2,2,39,53,1,0,32.205882352941174,31.0,13.0,62.0
12,35.6995657,2016,7,2,7,46,3,1,0,15.263157894736842,15.5,5.0,26.0
13,34.6951242,2016,11,5,3,25,46,1,0,21.676470588235293,23.5,5.0,41.0
1,35.6580681,2017,1,5,7,29,76,1,0,14.787878787878787,14.0,3.0,37.0
7,34.7997673,2016,1,2,3,50,92,1,0,21.57377049180328,22.0,3.0,41.0
13,35.6721142,2017,2,2,7,6,13,1,0,39.8421052631579,39.0,4.0,76.0
13,43.0364075,2017,4,0,2,39,5,1,0,21.28205128205128,21.0,2.0,48.0
7,34.6951242,2016,11,2,3,25,46,1,0,28.275862068965516,25.5,2.0,70.0
7,34.7997673,2016,12,6,3,50,92,1,0,30.655172413793103,30.5,7.0,59.0
10,35.6580681,2017,2,4,7,29,76,1,0,12.205882352941176,12.0,2.0,25.0
4,34.7053617,2017,2,0,8,53,94,1,0,8.46808510638298,7.0,1.0,24.0
2,35.6617773,2016,9,4,7,42,77,1,0,11.176470588235293,11.5,1.0,20.0
1,35.7073985,2016,10,2,7,32,64,1,0,12.216216216216216,12.0,7.0,31.0
6,43.0554601,2016,8,2,2,39,53,1,0,19.0,14.5,2.0,54.0
1,35.6921398,2016,7,3,7,44,68,1,0,8.161290322580646,6.0,1.0,34.0
13,33.5892157,2016,11,2,0,9,9,1,0,10.714285714285714,8.0,1.0,42.0
6,35.6617773,2016,8,2,7,42,77,1,0,7.266666666666667,2.0,1.0,47.0
2,35.6617773,2016,7,2,7,42,77,1,0,35.03703703703704,30.0,11.0,72.0
2,34.7202277,2016,10,2,3,25,81,1,0,33.75,31.0,16.0,88.0
10,34.3862445,2017,3,2,1,14,42,1,0,18.229508196721312,18.0,1.0,41.0
11,35.712607,2016,9,5,7,49,20,1,0,13.23913043478261,12.0,3.0,30.0
13,44.0206319,2016,11,2,2,0,53,1,0,32.08695652173913,35.0,2.0,54.0
7,35.6265683,2017,2,6,7,43,16,1,0,10.866666666666667,10.0,4.0,19.0
11,35.6995657,2016,4,0,7,46,3,1,0,8.267857142857142,8.0,2.0,17.0
2,42.9941431,2016,2,6,2,20,60,1,0,7.2727272727272725,4.0,1.0,25.0
7,34.6951242,2017,2,1,3,25,46,1,0,34.483870967741936,33.0,12.0,61.0
7,35.6938401,2016,7,5,7,44,30,1,0,14.441176470588236,14.5,4.0,28.0
2,33.5819411,2016,6,3,0,9,58,1,0,10.277777777777779,10.0,2.0,19.0
7,43.7706355,2016,7,4,2,3,0,1,0,53.91525423728814,55.0,13.0,94.0
4,35.662665,2016,12,1,7,41,41,1,0,1.7037037037037037,1.0,1.0,10.0
4,35.6749184,2017,2,0,7,29,1,1,0,13.53125,11.5,5.0,31.0
1,35.6593968,2016,5,0,7,42,10,1,0,4.8604651162790695,3.0,1.0,20.0
8,34.815149,2016,6,3,3,13,93,1,0,32.60344827586207,32.5,9.0,52.0
8,35.712607,2016,12,6,7,49,20,1,0,23.551020408163264,22.0,3.0,46.0
4,34.7053617,2016,8,3,8,53,94,1,0,6.666666666666667,4.0,1.0,44.0
7,35.712607,2016,12,1,7,49,20,1,0,8.43859649122807,7.0,1.0,34.0
6,35.6938401,2016,7,4,7,44,30,1,0,23.896551724137932,24.0,7.0,43.0
10,35.6580681,2016,7,0,7,29,76,1,0,7.085714285714285,6.0,2.0,27.0
1,43.0554601,2016,8,5,2,39,53,1,0,33.583333333333336,33.0,13.0,60.0
6,34.7108955,2017,1,4,6,11,62,1,0,41.05263157894737,42.0,16.0,78.0
6,33.5892157,2016,4,5,0,9,9,1,0,30.15,30.5,1.0,54.0
7,35.6580681,2016,12,3,7,29,76,1,0,10.5,10.5,1.0,29.0
1,35.6580681,2016,9,1,7,29,76,1,0,7.777777777777778,7.0,1.0,27.0
1,33.5892157,2016,4,1,0,9,9,1,0,6.2727272727272725,6.0,1.0,18.0
7,33.5913576,2016,7,6,0,9,14,1,0,18.0625,17.0,4.0,42.0
2,34.5732536,2016,2,5,8,38,55,1,0,19.436363636363637,14.0,1.0,104.0
1,35.6721142,2017,2,2,7,6,13,1,0,7.074074074074074,6.0,2.0,15.0
4,35.6617773,2016,6,0,7,42,77,1,0,23.88888888888889,22.5,4.0,65.0
